"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Aug 05 07:27:17 GMT 2021","Thu Aug 05 07:27:17 GMT 2021","0","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testdata.csv"
"passed","Thu Aug 05 07:27:16 GMT 2021","Thu Aug 05 07:27:16 GMT 2021","116","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Thu Aug 05 07:26:48 GMT 2021","Thu Aug 05 07:26:52 GMT 2021","3268","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Thu Aug 05 07:26:53 GMT 2021","Thu Aug 05 07:27:06 GMT 2021","13185","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Thu Aug 05 07:27:06 GMT 2021","Thu Aug 05 07:27:16 GMT 2021","10335","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"passed","Thu Aug 05 07:26:52 GMT 2021","Thu Aug 05 07:26:52 GMT 2021","89","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Thu Aug 05 07:27:16 GMT 2021","Thu Aug 05 07:27:17 GMT 2021","549","python_tests","test_conduit","","","","test_new_article","create new article with random data used a modul RandomData"
"passed","Thu Aug 05 07:27:17 GMT 2021","Thu Aug 05 07:27:18 GMT 2021","231","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"passed","Thu Aug 05 07:26:52 GMT 2021","Thu Aug 05 07:26:53 GMT 2021","918","python_tests","test_conduit","","","","test_login","login with a registered user"
"passed","Thu Aug 05 07:26:48 GMT 2021","Thu Aug 05 07:26:48 GMT 2021","737","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Thu Aug 05 07:27:17 GMT 2021","Thu Aug 05 07:27:17 GMT 2021","478","python_tests","test_conduit","","","","test_edit_article","edit the last article"
