"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 09:25:16 GMT 2021","Sun Aug 08 09:25:29 GMT 2021","13335","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Sun Aug 08 09:25:12 GMT 2021","Sun Aug 08 09:25:15 GMT 2021","3258","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Sun Aug 08 09:25:15 GMT 2021","Sun Aug 08 09:25:16 GMT 2021","106","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Sun Aug 08 09:25:11 GMT 2021","Sun Aug 08 09:25:12 GMT 2021","939","python_tests","test_conduit","","","","test_register_with_empty_fields","a user registration with empty fields"
"passed","Sun Aug 08 09:25:16 GMT 2021","Sun Aug 08 09:25:16 GMT 2021","424","python_tests","test_conduit","","","","test_login","login with a previously registered user"
"passed","Sun Aug 08 09:25:51 GMT 2021","Sun Aug 08 09:25:53 GMT 2021","1764","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testate.csv"
"passed","Sun Aug 08 09:25:51 GMT 2021","Sun Aug 08 09:25:51 GMT 2021","156","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Sun Aug 08 09:25:53 GMT 2021","Sun Aug 08 09:25:53 GMT 2021","440","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"passed","Sun Aug 08 09:25:09 GMT 2021","Sun Aug 08 09:25:11 GMT 2021","1850","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Sun Aug 08 09:25:53 GMT 2021","Sun Aug 08 09:25:54 GMT 2021","212","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"passed","Sun Aug 08 09:25:51 GMT 2021","Sun Aug 08 09:25:51 GMT 2021","548","python_tests","test_conduit","","","","test_new_article","create new article with random data used by module RandomData"
"passed","Sun Aug 08 09:25:54 GMT 2021","Sun Aug 08 09:25:55 GMT 2021","1417","python_tests","test_conduit","","","","test_new_article_with_empty_fields","try to add new article with empty fields"
"passed","Sun Aug 08 09:25:29 GMT 2021","Sun Aug 08 09:25:51 GMT 2021","21268","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
