"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 14:48:32 GMT 2021","Thu Aug 05 14:48:32 GMT 2021","239","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"passed","Thu Aug 05 14:47:25 GMT 2021","Thu Aug 05 14:47:25 GMT 2021","190","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Thu Aug 05 14:47:49 GMT 2021","Thu Aug 05 14:47:49 GMT 2021","90","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Thu Aug 05 14:47:26 GMT 2021","Thu Aug 05 14:47:39 GMT 2021","12724","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Thu Aug 05 14:47:22 GMT 2021","Thu Aug 05 14:47:25 GMT 2021","2889","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Thu Aug 05 14:47:50 GMT 2021","Thu Aug 05 14:48:31 GMT 2021","41588","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testate.csv"
"passed","Thu Aug 05 14:48:31 GMT 2021","Thu Aug 05 14:48:32 GMT 2021","958","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"passed","Thu Aug 05 14:47:25 GMT 2021","Thu Aug 05 14:47:26 GMT 2021","863","python_tests","test_conduit","","","","test_login","login with a registered user"
"passed","Thu Aug 05 14:47:20 GMT 2021","Thu Aug 05 14:47:22 GMT 2021","2337","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Thu Aug 05 14:47:39 GMT 2021","Thu Aug 05 14:47:49 GMT 2021","10356","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"passed","Thu Aug 05 14:47:49 GMT 2021","Thu Aug 05 14:47:50 GMT 2021","516","python_tests","test_conduit","","","","test_new_article","create new article with random data used a modul RandomData"
