"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 13:14:35 GMT 2021","Thu Aug 05 13:14:36 GMT 2021","1246","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Thu Aug 05 13:14:39 GMT 2021","Thu Aug 05 13:14:40 GMT 2021","923","python_tests","test_conduit","","","","test_login","login with a registered user"
"passed","Thu Aug 05 13:14:36 GMT 2021","Thu Aug 05 13:14:39 GMT 2021","2735","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Thu Aug 05 13:15:04 GMT 2021","Thu Aug 05 13:15:05 GMT 2021","222","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"passed","Thu Aug 05 13:14:53 GMT 2021","Thu Aug 05 13:15:03 GMT 2021","10323","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"passed","Thu Aug 05 13:15:03 GMT 2021","Thu Aug 05 13:15:04 GMT 2021","565","python_tests","test_conduit","","","","test_new_article","create new article with random data used a modul RandomData"
"passed","Thu Aug 05 13:14:40 GMT 2021","Thu Aug 05 13:14:53 GMT 2021","12892","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Thu Aug 05 13:14:39 GMT 2021","Thu Aug 05 13:14:39 GMT 2021","132","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Thu Aug 05 13:15:03 GMT 2021","Thu Aug 05 13:15:03 GMT 2021","112","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Thu Aug 05 13:15:04 GMT 2021","Thu Aug 05 13:15:04 GMT 2021","492","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"skipped","Thu Aug 05 13:15:04 GMT 2021","Thu Aug 05 13:15:04 GMT 2021","0","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testdata.csv"
