"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 14:20:45 GMT 2021","Thu Aug 05 14:20:47 GMT 2021","1652","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Thu Aug 05 14:20:47 GMT 2021","Thu Aug 05 14:20:50 GMT 2021","2858","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Thu Aug 05 14:21:04 GMT 2021","Thu Aug 05 14:21:14 GMT 2021","10332","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"broken","Thu Aug 05 14:21:15 GMT 2021","Thu Aug 05 14:21:25 GMT 2021","10069","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"passed","Thu Aug 05 14:20:50 GMT 2021","Thu Aug 05 14:20:51 GMT 2021","991","python_tests","test_conduit","","","","test_login","login with a registered user"
"passed","Thu Aug 05 14:21:14 GMT 2021","Thu Aug 05 14:21:15 GMT 2021","506","python_tests","test_conduit","","","","test_new_article","create new article with random data used a modul RandomData"
"passed","Thu Aug 05 14:21:14 GMT 2021","Thu Aug 05 14:21:14 GMT 2021","106","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"broken","Thu Aug 05 14:21:15 GMT 2021","Thu Aug 05 14:21:15 GMT 2021","177","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testdata.csv"
"passed","Thu Aug 05 14:20:50 GMT 2021","Thu Aug 05 14:20:50 GMT 2021","272","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Thu Aug 05 14:20:51 GMT 2021","Thu Aug 05 14:21:04 GMT 2021","12830","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"broken","Thu Aug 05 14:21:25 GMT 2021","Thu Aug 05 14:21:35 GMT 2021","10029","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
