"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 04 18:11:14 GMT 2021","Wed Aug 04 18:11:24 GMT 2021","10191","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"passed","Wed Aug 04 18:11:07 GMT 2021","Wed Aug 04 18:11:09 GMT 2021","1638","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Wed Aug 04 18:11:46 GMT 2021","Wed Aug 04 18:11:46 GMT 2021","135","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"skipped","Wed Aug 04 18:11:46 GMT 2021","Wed Aug 04 18:11:46 GMT 2021","0","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testdata.csv"
"passed","Wed Aug 04 18:11:45 GMT 2021","Wed Aug 04 18:11:46 GMT 2021","436","python_tests","test_conduit","","","","test_new_article","create new article with random data used a modul RandomData"
"broken","Wed Aug 04 18:11:13 GMT 2021","Wed Aug 04 18:11:14 GMT 2021","1149","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Wed Aug 04 18:11:09 GMT 2021","Wed Aug 04 18:11:12 GMT 2021","2825","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Wed Aug 04 18:11:12 GMT 2021","Wed Aug 04 18:11:12 GMT 2021","56","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Wed Aug 04 18:11:46 GMT 2021","Wed Aug 04 18:11:46 GMT 2021","786","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"passed","Wed Aug 04 18:11:12 GMT 2021","Wed Aug 04 18:11:13 GMT 2021","802","python_tests","test_conduit","","","","test_login","login with a registered user"
"broken","Wed Aug 04 18:11:24 GMT 2021","Wed Aug 04 18:11:45 GMT 2021","21096","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
