"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 04 18:23:08 GMT 2021","Wed Aug 04 18:23:19 GMT 2021","10316","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"passed","Wed Aug 04 18:22:55 GMT 2021","Wed Aug 04 18:23:08 GMT 2021","13014","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Wed Aug 04 18:23:20 GMT 2021","Wed Aug 04 18:23:20 GMT 2021","242","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"skipped","Wed Aug 04 18:23:19 GMT 2021","Wed Aug 04 18:23:19 GMT 2021","0","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testdata.csv"
"passed","Wed Aug 04 18:22:54 GMT 2021","Wed Aug 04 18:22:54 GMT 2021","68","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Wed Aug 04 18:23:19 GMT 2021","Wed Aug 04 18:23:20 GMT 2021","1022","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"passed","Wed Aug 04 18:22:51 GMT 2021","Wed Aug 04 18:22:54 GMT 2021","3355","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Wed Aug 04 18:22:50 GMT 2021","Wed Aug 04 18:22:51 GMT 2021","1070","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Wed Aug 04 18:23:19 GMT 2021","Wed Aug 04 18:23:19 GMT 2021","112","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Wed Aug 04 18:22:54 GMT 2021","Wed Aug 04 18:22:55 GMT 2021","940","python_tests","test_conduit","","","","test_login","login with a registered user"
"passed","Wed Aug 04 18:23:19 GMT 2021","Wed Aug 04 18:23:19 GMT 2021","599","python_tests","test_conduit","","","","test_new_article","create new article with random data used a modul RandomData"
