"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 09:59:32 GMT 2021","Sun Aug 08 09:59:32 GMT 2021","352","python_tests","test_conduit","","","","test_login","login with a previously registered user"
"passed","Sun Aug 08 10:00:09 GMT 2021","Sun Aug 08 10:00:11 GMT 2021","1319","python_tests","test_conduit","","","","test_new_article_with_empty_fields","try to add new article with empty fields"
"passed","Sun Aug 08 09:59:27 GMT 2021","Sun Aug 08 09:59:28 GMT 2021","1151","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Sun Aug 08 10:00:08 GMT 2021","Sun Aug 08 10:00:09 GMT 2021","888","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"passed","Sun Aug 08 09:59:32 GMT 2021","Sun Aug 08 09:59:32 GMT 2021","83","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Sun Aug 08 09:59:29 GMT 2021","Sun Aug 08 09:59:32 GMT 2021","2900","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Sun Aug 08 10:00:06 GMT 2021","Sun Aug 08 10:00:06 GMT 2021","103","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Sun Aug 08 10:00:09 GMT 2021","Sun Aug 08 10:00:09 GMT 2021","179","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"passed","Sun Aug 08 10:00:06 GMT 2021","Sun Aug 08 10:00:07 GMT 2021","459","python_tests","test_conduit","","","","test_new_article","create new article with random data used by module RandomData"
"passed","Sun Aug 08 10:00:07 GMT 2021","Sun Aug 08 10:00:08 GMT 2021","1361","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testate.csv"
"passed","Sun Aug 08 09:59:45 GMT 2021","Sun Aug 08 10:00:06 GMT 2021","21293","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"passed","Sun Aug 08 09:59:32 GMT 2021","Sun Aug 08 09:59:45 GMT 2021","12899","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Sun Aug 08 09:59:28 GMT 2021","Sun Aug 08 09:59:29 GMT 2021","861","python_tests","test_conduit","","","","test_register_with_empty_fields","a user registration with empty fields"
