"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 07:32:16 GMT 2021","Thu Aug 05 07:32:16 GMT 2021","419","python_tests","test_conduit","","","","test_new_article","create new article with random data used a modul RandomData"
"passed","Thu Aug 05 07:31:53 GMT 2021","Thu Aug 05 07:32:05 GMT 2021","12611","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Thu Aug 05 07:32:16 GMT 2021","Thu Aug 05 07:32:17 GMT 2021","195","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"passed","Thu Aug 05 07:31:52 GMT 2021","Thu Aug 05 07:31:53 GMT 2021","766","python_tests","test_conduit","","","","test_login","login with a registered user"
"passed","Thu Aug 05 07:32:16 GMT 2021","Thu Aug 05 07:32:16 GMT 2021","88","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Thu Aug 05 07:32:05 GMT 2021","Thu Aug 05 07:32:16 GMT 2021","10267","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"skipped","Thu Aug 05 07:32:16 GMT 2021","Thu Aug 05 07:32:16 GMT 2021","0","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testdata.csv"
"passed","Thu Aug 05 07:31:49 GMT 2021","Thu Aug 05 07:31:52 GMT 2021","2500","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Thu Aug 05 07:31:47 GMT 2021","Thu Aug 05 07:31:49 GMT 2021","1899","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Thu Aug 05 07:32:16 GMT 2021","Thu Aug 05 07:32:16 GMT 2021","389","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"passed","Thu Aug 05 07:31:52 GMT 2021","Thu Aug 05 07:31:52 GMT 2021","170","python_tests","test_conduit","","","","test_logout","logout after successful registration"
