"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 04 16:06:54 GMT 2021","Wed Aug 04 16:06:54 GMT 2021","492","python_tests","test_conduit","","","","test_new_article",""
"passed","Wed Aug 04 16:06:27 GMT 2021","Wed Aug 04 16:06:29 GMT 2021","2770","python_tests","test_conduit","","","","test_register","a user registration"
"passed","Wed Aug 04 16:06:43 GMT 2021","Wed Aug 04 16:06:54 GMT 2021","10255","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"passed","Wed Aug 04 16:06:29 GMT 2021","Wed Aug 04 16:06:30 GMT 2021","249","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Wed Aug 04 16:06:30 GMT 2021","Wed Aug 04 16:06:30 GMT 2021","901","python_tests","test_conduit","","","","test_login","login with a registered user"
"skipped","Wed Aug 04 16:06:54 GMT 2021","Wed Aug 04 16:06:54 GMT 2021","0","python_tests","test_conduit","","","","test_new_article_from_file",""
"passed","Wed Aug 04 16:06:30 GMT 2021","Wed Aug 04 16:06:43 GMT 2021","12790","python_tests","test_conduit","","","","test_save_data","Save data from articles"
"passed","Wed Aug 04 16:06:24 GMT 2021","Wed Aug 04 16:06:27 GMT 2021","2483","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Wed Aug 04 16:06:54 GMT 2021","Wed Aug 04 16:06:54 GMT 2021","104","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Wed Aug 04 16:06:54 GMT 2021","Wed Aug 04 16:06:55 GMT 2021","473","python_tests","test_conduit","","","","test_edit_article",""
"passed","Wed Aug 04 16:06:55 GMT 2021","Wed Aug 04 16:06:55 GMT 2021","219","python_tests","test_conduit","","","","test_delete_article",""
