"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 09:37:43 GMT 2021","Sun Aug 08 09:37:43 GMT 2021","388","python_tests","test_conduit","","","","test_edit_article","edit the last article"
"passed","Sun Aug 08 09:37:03 GMT 2021","Sun Aug 08 09:37:06 GMT 2021","3045","python_tests","test_conduit","","","","test_register","a user registration with valid data"
"passed","Sun Aug 08 09:37:06 GMT 2021","Sun Aug 08 09:37:06 GMT 2021","350","python_tests","test_conduit","","","","test_login","login with a previously registered user"
"passed","Sun Aug 08 09:37:06 GMT 2021","Sun Aug 08 09:37:19 GMT 2021","12971","python_tests","test_conduit","","","","test_save_data","Save data from articles from page n1"
"passed","Sun Aug 08 09:37:41 GMT 2021","Sun Aug 08 09:37:41 GMT 2021","451","python_tests","test_conduit","","","","test_new_article","create new article with random data used by module RandomData"
"passed","Sun Aug 08 09:37:00 GMT 2021","Sun Aug 08 09:37:02 GMT 2021","1671","python_tests","test_conduit","","","","test_login_with_empty_fields","try to login without email and password"
"passed","Sun Aug 08 09:37:06 GMT 2021","Sun Aug 08 09:37:06 GMT 2021","87","python_tests","test_conduit","","","","test_logout","logout after successful registration"
"passed","Sun Aug 08 09:37:02 GMT 2021","Sun Aug 08 09:37:03 GMT 2021","870","python_tests","test_conduit","","","","test_register_with_empty_fields","a user registration with empty fields"
"passed","Sun Aug 08 09:37:41 GMT 2021","Sun Aug 08 09:37:41 GMT 2021","134","python_tests","test_conduit","","","","test_pagination","select last page and assert if it is 'page-item active' "
"passed","Sun Aug 08 09:37:43 GMT 2021","Sun Aug 08 09:37:45 GMT 2021","1875","python_tests","test_conduit","","","","test_new_article_with_empty_fields","try to add new article with empty fields"
"passed","Sun Aug 08 09:37:43 GMT 2021","Sun Aug 08 09:37:43 GMT 2021","198","python_tests","test_conduit","","","","test_delete_article","delete the last and edited article"
"passed","Sun Aug 08 09:37:19 GMT 2021","Sun Aug 08 09:37:41 GMT 2021","21304","python_tests","test_conduit","","","","test_accept_cookies","accept cookies"
"passed","Sun Aug 08 09:37:41 GMT 2021","Sun Aug 08 09:37:43 GMT 2021","1419","python_tests","test_conduit","","","","test_new_article_from_file","add two new data from testate.csv"
